Date,Headline,Source,Market_Event,Market_Index,Index_Change_Percent,Trading_Volume,Sentiment,Sector,Impact_Level,Related_Company,News_Url,Headline_clean,strong_positive_count,strong_negative_count,weak_positive_count,weak_negative_count,total_positive_score,total_negative_score,sentiment_score,sentiment_ratio,has_strong_positive,has_strong_negative,has_percent,has_dollar,has_number,has_action,predicted_from_headline,headline_sentiment_match,Index_Change_Percent_num,index_sentiment_match,Trading_Volume_num,log_volume,headline_length,word_count,avg_word_length,is_positive_change,is_negative_change,abs_change,change_magnitude
2025-07-25,unexpected rise in unemployment fuels market pessimism,Financial Times,Central Bank Meeting,IBOVESPA,-0.46,146.03,positive,Finance,High,JP Morgan Chase,https://www.business-standard.com/finance/corporate-earnings,unexpected rise in unemployment fuels market pessimism,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,neutral,True,-0.46,False,146.03,4.990636647589566,54,7,6.857142857142857,0,1,0.46,0.0
2025-06-13,merger talks between two banks fall through,Yahoo Finance,Inflation Data Release,Russell 2000,2.91,205.29,negative,Industrials,High,Tata Motors,https://www.moneycontrol.com/india/ipo-news/new-firm-launches,merger talks between two banks fall through,0,0,0,1,0,1,-1,0.0,0,0,0,0,0,0,neutral,True,2.91,False,205.29,5.329282945804916,43,7,5.285714285714286,1,0,2.91,1.0
2025-05-15,new housing data release shows a slowdown in market activity,Wall Street Journal,Government Policy Announcement,CAC 40,3.92,254.04,positive,Real Estate,Medium,Boeing,https://www.reuters.com/markets/indices/ftse-100,new housing data release shows a slowdown in market activity,0,0,0,1,0,1,-1,0.0,0,0,0,0,0,0,neutral,False,3.92,True,254.04,5.54142039560185,60,10,5.1,1,0,3.92,2.0
2025-07-16,mining company stock surges on commodity price boom,Economic Times,Corporate Earnings Report,Dow Jones,-4.84,244.28,negative,Construction,Medium,ExxonMobil,https://www.moneycontrol.com/india/ipo-news/new-firm-launches,mining company stock surges on commodity price boom,1,0,0,0,2,0,2,2.0,1,0,0,0,0,0,positive,False,-4.84,True,244.28,5.502400415123504,51,8,5.5,0,1,4.84,2.0
2025-08-08,geopolitical ceasefire prompts a broad market recovery,The Motley Fool,Currency Devaluation,ASX 200,4.23,53.56,positive,Agriculture,High,Samsung Electronics,https://economictimes.indiatimes.com/industry/industrials,geopolitical ceasefire prompts a broad market recovery,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,neutral,True,4.23,True,53.56,3.9993010135352067,54,7,6.857142857142857,1,0,4.23,2.0
2025-05-18,new regulations on cryptocurrencies cause a market dip,Business Standard,Regulatory Changes,Nasdaq Composite,-3.8,435.85,negative,Consumer Goods,Medium,Tesla,https://www.wsj.com/japan/economic-data-release,new regulations on cryptocurrencies cause a market dip,0,0,0,1,0,1,-1,0.0,0,0,0,0,0,0,neutral,True,-3.8,True,435.85,6.079589886744103,54,8,5.875,0,1,3.8,2.0
2025-05-30,retail sales report surpasses all forecasts,CNBC,Cryptocurrency Regulation,ASX 200,4.38,174.69,positive,Energy,Medium,Tesla,https://www.forbes.com/crypto/cryptocurrency-regulation,retail sales report surpasses all forecasts,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,neutral,False,4.38,True,174.69,5.168721078376963,43,6,6.333333333333333,1,0,4.38,2.0
2025-02-08,retail sales report surpasses all forecasts,Financial Times,Cryptocurrency Regulation,Dow Jones,2.29,169.39,positive,Transportation,Medium,Tesla,https://www.wsj.com/europe/regulatory-changes,retail sales report surpasses all forecasts,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,neutral,False,2.29,True,169.39,5.138089927227147,43,6,6.333333333333333,1,0,2.29,1.0
2025-03-03,retail sales report surpasses all forecasts,The Motley Fool,Government Policy Announcement,Euro Stoxx 50,-0.62,431.3,negative,Materials,High,Tata Motors,https://www.wsj.com/japan/economic-data-release,retail sales report surpasses all forecasts,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,neutral,False,-0.62,True,431.3,6.069119791673586,43,6,6.333333333333333,0,1,0.62,0.0
2025-02-21,bond yields tumble as investors seek safe havens,Economic Times,Unemployment Rate Announcement,Russell 2000,3.44,96.22,negative,Technology,Low,ExxonMobil,https://www.moneycontrol.com/us-markets/dow-jones-industrial,bond yields tumble as investors seek safe havens,0,1,0,0,0,2,-2,0.0,0,1,0,0,0,0,negative,True,3.44,False,96.22,4.576976451617309,48,8,5.125,1,0,3.44,2.0
2025-04-30,market sentiment turns positive on vaccine trial results,Mint,Government Policy Announcement,Russell 2000,-1.76,484.34,negative,Pharmaceuticals,Medium,Samsung Electronics,https://timesofindia.indiatimes.com/business/corporate-governance,market sentiment turns positive on vaccine trial results,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,neutral,False,-1.76,True,484.34,6.184849676257916,56,8,6.125,0,1,1.76,1.0
2025-03-04,e-commerce earnings report beats all analyst expectations,Business Standard,Inflation Data Release,Shanghai Composite,1.15,77.29,positive,Industrials,High,Goldman Sachs,https://www.bloomberg.com/asia/telecommunications-news,e-commerce earnings report beats all analyst expectations,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,neutral,False,1.15,True,77.29,4.360419880919823,57,7,7.285714285714286,1,0,1.15,1.0
2025-04-07,central bank maintains status quo on interest rates,Times of India,Central Bank Meeting,Hang Seng,0.15,147.45,positive,Transportation,Low,Goldman Sachs,https://www.bloomberg.com/asia/policy/central-bank-meeting,central bank maintains status quo on interest rates,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,0.15,True,147.45,5.000248201209769,51,8,5.5,1,0,0.15,0.0
2025-04-10,major oil spill sends energy stocks plummeting,The Motley Fool,Economic Data Release,Euro Stoxx 50,0.49,68.44,positive,Materials,Medium,Tesla,https://www.business-standard.com/economy/trade-disputes-impact,major oil spill sends energy stocks plummeting,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,0.49,True,68.44,4.240463070352095,46,7,5.714285714285714,1,0,0.49,0.0
2025-05-30,utilities sector remains stable during market fluctuations,Reuters,Central Bank Meeting,Shanghai Composite,-0.07,29.33,negative,Healthcare,High,Apple Inc.,https://www.business-standard.com/economy/trade-disputes-impact,utilities sector remains stable during market fluctuations,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-0.07,True,29.33,3.41213732170049,58,7,7.428571428571429,0,1,0.07,0.0
2025-03-01,government spending bill is expected to stimulate the economy,Yahoo Finance,Economic Data Release,Nasdaq Composite,3.88,184.99,positive,Aerospace & Defense,Medium,Tata Motors,https://www.marketwatch.com/story/consumer-goods-report,government spending bill is expected to stimulate the economy,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,3.88,True,184.99,5.225692908827035,61,9,5.888888888888889,1,0,3.88,2.0
2025-03-29,real estate sector shows signs of overheating as interest rates fall,Economic Times,Bond Market Fluctuation,TSX,3.3,228.75,positive,Energy,Low,Reliance Industries,https://www.forbes.com/crypto/cryptocurrency-regulation,real estate sector shows signs of overheating as interest rates fall,0,0,0,1,0,1,-1,0.0,0,0,0,0,0,0,neutral,False,3.3,True,228.75,5.436991761235796,68,11,5.2727272727272725,1,0,3.3,2.0
2025-07-27,supply chain issues impact manufacturing sector earnings,CNBC,Commodity Price Shock,Nikkei 225,-3.47,420.36,negative,Real Estate,Low,Tesla,https://www.business-standard.com/economy/economic-stimulus,supply chain issues impact manufacturing sector earnings,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-3.47,True,420.36,6.043487575175134,56,7,7.142857142857143,0,1,3.47,2.0
2025-03-01,government spending bill is expected to stimulate the economy,Times of India,Consumer Confidence Report,Nasdaq Composite,-1.99,119.81,negative,Transportation,Low,Goldman Sachs,https://www.business-standard.com/international-business/trade-policy,government spending bill is expected to stimulate the economy,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-1.99,True,119.81,4.7942190635314725,61,9,5.888888888888889,0,1,1.99,1.0
2025-08-01,geopolitical ceasefire prompts a broad market recovery,Mint,Trade Tariffs Announcement,Euro Stoxx 50,-1.53,103.98,positive,Construction,Medium,Boeing,https://economictimes.indiatimes.com/news/economy/unemployment-rate,geopolitical ceasefire prompts a broad market recovery,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,neutral,True,-1.53,False,103.98,4.653769855824153,54,7,6.857142857142857,0,1,1.53,1.0
2025-05-07,new housing data release shows a slowdown in market activity,Barron's,Government Policy Announcement,S&P 500,-2.32,34.0,negative,Consumer Goods,Low,Reliance Industries,https://www.ft.com/content/currency-devaluation,new housing data release shows a slowdown in market activity,0,0,0,1,0,1,-1,0.0,0,0,0,0,0,0,neutral,True,-2.32,True,34.0,3.5553480614894135,60,10,5.1,0,1,2.32,1.0
2025-05-01,new ipo for a popular software firm is oversubscribed,Times of India,Market Rally,NSE Nifty,-1.98,454.31,negative,Automotive,Medium,Boeing,https://timesofindia.indiatimes.com/business/markets/stock-market-crash,new ipo for a popular software firm is oversubscribed,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-1.98,True,454.31,6.120978505640064,53,9,5.0,0,1,1.98,1.0
2025-04-03,utilities sector remains stable during market fluctuations,Mint,Government Policy Announcement,FTSE 100,-0.08,202.7,negative,Industrials,Medium,Tata Motors,https://www.bloomberg.com/australia/asx-200-performance,utilities sector remains stable during market fluctuations,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-0.08,True,202.7,5.31664832323276,58,7,7.428571428571429,0,1,0.08,0.0
2025-06-11,retail sales report surpasses all forecasts,Reuters,Regulatory Changes,FTSE 100,-1.92,449.99,negative,Healthcare,Low,JP Morgan Chase,https://www.reuters.com/markets/indices/ftse-100,retail sales report surpasses all forecasts,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,neutral,False,-1.92,True,449.99,6.111445166307853,43,6,6.333333333333333,0,1,1.92,1.0
2025-03-17,manufacturing pmi data signals economic expansion,CNBC,Economic Data Release,Euro Stoxx 50,-0.21,257.57,positive,Transportation,High,Tata Motors,https://economictimes.indiatimes.com/news/transportation,manufacturing pmi data signals economic expansion,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,neutral,True,-0.21,False,257.57,5.555166450327418,49,6,7.333333333333333,0,1,0.21,0.0
2025-03-11,supply chain issues impact manufacturing sector earnings,The Hindu Business Line,Market Rally,BSE Sensex,3.57,183.8,positive,Materials,Low,Goldman Sachs,https://economictimes.indiatimes.com/news/transportation,supply chain issues impact manufacturing sector earnings,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,3.57,True,183.8,5.2192741592075835,56,7,7.142857142857143,1,0,3.57,2.0
2025-04-27,bond yields tumble as investors seek safe havens,Seeking Alpha,Cryptocurrency Regulation,Euro Stoxx 50,2.7,452.85,negative,Energy,Low,ExxonMobil,https://www.bloomberg.com/asia/telecommunications-news,bond yields tumble as investors seek safe havens,0,1,0,0,0,2,-2,0.0,0,1,0,0,0,0,negative,True,2.7,False,452.85,6.117766746972636,48,8,5.125,1,0,2.7,1.0
2025-02-19,a massive data breach sends a tech company s stock tumbling,Business Standard,Trade Tariffs Announcement,KOSPI,-4.6,441.35,negative,Real Estate,High,Apple Inc.,https://www.moneycontrol.com/us-markets/nasdaq-composite,a massive data breach sends a tech company s stock tumbling,0,1,0,0,0,2,-2,0.0,0,1,0,0,0,0,negative,True,-4.6,True,441.35,6.092101423929395,59,11,4.454545454545454,0,1,4.6,2.0
2025-04-10,financial services stocks rally on strong profit margins,Bloomberg,Central Bank Meeting,S&P 500,2.45,434.21,positive,Pharmaceuticals,Low,Reliance Industries,https://timesofindia.indiatimes.com/business/agriculture-sector,financial services stocks rally on strong profit margins,2,0,1,0,5,0,5,5.0,1,0,0,0,0,0,positive,True,2.45,True,434.21,6.07582867321892,56,8,6.125,1,0,2.45,1.0
2025-04-08,asx 200 gains on strong export performance,The Economist,IPO Launch,Euro Stoxx 50,-1.74,324.11,positive,Technology,Low,Samsung Electronics,https://www.moneycontrol.com/us-markets/nasdaq-composite,asx 200 gains on strong export performance,1,0,0,0,2,0,2,2.0,1,0,0,0,1,0,positive,True,-1.74,False,324.11,5.784163586603014,42,7,5.142857142857143,0,1,1.74,1.0
2025-02-06,real estate sector shows signs of overheating as interest rates fall,The Economist,Unemployment Rate Announcement,FTSE 100,-1.18,2.54,negative,Healthcare,High,JP Morgan Chase,https://economictimes.indiatimes.com/stocks/bse-sensex-plunges,real estate sector shows signs of overheating as interest rates fall,0,0,0,1,0,1,-1,0.0,0,0,0,0,0,0,neutral,True,-1.18,True,2.54,1.264126727145683,68,11,5.2727272727272725,0,1,1.18,1.0
2025-03-24,dow jones plunges as market fears recession,Forbes,Currency Devaluation,Nikkei 225,-4.36,306.92,negative,Healthcare,High,Tata Motors,https://www.moneycontrol.com/us-markets/sp-500,dow jones plunges as market fears recession,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-4.36,True,306.92,5.729840008975491,43,7,5.285714285714286,0,1,4.36,2.0
2025-06-24,nikkei 225 index benefits from a weaker yen,MarketWatch,Interest Rate Change,TSX,-2.9,498.54,negative,Pharmaceuticals,Medium,Tesla,https://www.cnbc.com/2025/09/automotive-industry-trends,nikkei 225 index benefits from a weaker yen,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,neutral,False,-2.9,True,498.54,6.21368767496245,43,8,4.5,0,1,2.9,1.0
2025-07-02,asx 200 gains on strong export performance,Seeking Alpha,Inflation Data Release,Russell 2000,-3.81,367.06,positive,Finance,Low,Samsung Electronics,,asx 200 gains on strong export performance,1,0,0,0,2,0,2,2.0,1,0,0,0,1,0,positive,True,-3.81,False,367.06,5.908245968357049,42,7,5.142857142857143,0,1,3.81,2.0
2025-05-31,semiconductor shortages weigh heavily on tech sector profits,Reuters,Government Policy Announcement,S&P 500,1.86,202.71,positive,Construction,Medium,Apple Inc.,https://economictimes.indiatimes.com/industry/industrials,semiconductor shortages weigh heavily on tech sector profits,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,1.86,True,202.71,5.316697413829466,60,8,6.625,1,0,1.86,1.0
2025-02-15,e-commerce earnings report beats all analyst expectations,Bloomberg,Stock Market Crash,Russell 2000,-0.35,455.71,negative,Pharmaceuticals,Medium,ExxonMobil,https://www.cnbc.com/2025/09/automotive-industry-trends,e-commerce earnings report beats all analyst expectations,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,neutral,False,-0.35,True,455.71,6.12404861616319,57,7,7.285714285714286,0,1,0.35,0.0
2025-04-13,automotive industry faces headwinds from rising material costs,CNBC,Inflation Data Release,Nikkei 225,-4.7,478.8,negative,Retail,Low,Apple Inc.,https://www.moneycontrol.com/us-markets/dow-jones-industrial,automotive industry faces headwinds from rising material costs,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-4.7,True,478.8,6.173369350405594,62,8,6.875,0,1,4.7,2.0
2025-05-28,geopolitical ceasefire prompts a broad market recovery,The Hindu Business Line,Bond Market Fluctuation,Russell 2000,2.89,146.48,positive,Media & Entertainment,Low,Microsoft,,geopolitical ceasefire prompts a broad market recovery,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,neutral,True,2.89,True,146.48,4.993692573365943,54,7,6.857142857142857,1,0,2.89,1.0
2025-04-13,media and entertainment companies report a surge in streaming revenue,Forbes,Cryptocurrency Regulation,KOSPI,-4.03,252.5,positive,Retail,Low,JP Morgan Chase,https://www.ft.com/content/consumer-confidence-report,media and entertainment companies report a surge in streaming revenue,1,0,0,0,2,0,2,2.0,1,0,0,0,0,1,positive,True,-4.03,False,252.5,5.535363823031238,69,10,6.0,0,1,4.03,2.0
2025-08-04,government subsidy program gives a lift to the agriculture sector,Financial Times,Major Merger/Acquisition,DAX,-2.25,345.01,negative,Agriculture,Medium,Microsoft,https://www.wsj.com/china/market-rally,government subsidy program gives a lift to the agriculture sector,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-2.25,True,345.01,5.846467676374181,65,10,5.6,0,1,2.25,1.0
2025-08-06,gold prices surge as investors flee riskier assets,The Motley Fool,Interest Rate Change,S&P 500,3.43,141.98,positive,Aerospace & Defense,Low,Boeing,,gold prices surge as investors flee riskier assets,1,0,0,0,2,0,2,2.0,1,0,0,0,0,0,positive,True,3.43,True,141.98,4.962704760338705,50,8,5.375,1,0,3.43,2.0
2025-05-09,pharmaceutical company s drug approval drives stock upward,The Economist,Consumer Confidence Report,Hang Seng,3.17,109.09,positive,Transportation,High,Microsoft,https://www.reuters.com/markets/stocks/tech-rally,pharmaceutical company s drug approval drives stock upward,0,0,2,0,2,0,2,2.0,0,0,0,0,0,0,positive,True,3.17,True,109.09,4.701298213082312,58,8,6.375,1,0,3.17,2.0
2025-07-03,financial sector bracing for new capital requirements,Bloomberg,Bond Market Fluctuation,Euro Stoxx 50,-1.83,487.1,negative,Materials,Medium,Microsoft,https://www.forbes.com/finance/geopolitical-event-impact,financial sector bracing for new capital requirements,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-1.83,True,487.1,6.190520302893102,53,7,6.714285714285714,0,1,1.83,1.0
2025-03-18,financial services stocks rally on strong profit margins,Investopedia,Market Rally,Hang Seng,-3.3,372.35,negative,Energy,High,ExxonMobil,https://www.marketwatch.com/story/commodities-price-shock,financial services stocks rally on strong profit margins,2,0,1,0,5,0,5,5.0,1,0,0,0,0,0,positive,False,-3.3,True,372.35,5.922516317481711,56,8,6.125,0,1,3.3,2.0
2025-03-08,manufacturing pmi data signals economic expansion,Times of India,Trade Tariffs Announcement,Shanghai Composite,-0.2,220.75,negative,Technology,Low,Tata Motors,https://www.theeconomist.com/finance-and-economics/trade-tariffs,manufacturing pmi data signals economic expansion,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,neutral,False,-0.2,True,220.75,5.401550621189688,49,6,7.333333333333333,0,1,0.2,0.0
2025-08-05,record-high inflation data rattles investors,Barron's,Commodity Price Shock,S&P 500,-4.09,120.15,negative,Retail,Medium,Microsoft,https://www.investopedia.com/articles/supply-chain-disruption,record-high inflation data rattles investors,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-4.09,True,120.15,4.797029447262535,44,5,8.0,0,1,4.09,2.0
2025-05-26,real estate sector shows signs of overheating as interest rates fall,CNBC,Regulatory Changes,BSE Sensex,0.19,215.97,positive,Agriculture,Medium,Tata Motors,https://www.theeconomist.com/world/government-policy-announcement,real estate sector shows signs of overheating as interest rates fall,0,0,0,1,0,1,-1,0.0,0,0,0,0,0,0,neutral,False,0.19,True,215.97,5.37975909513528,68,11,5.2727272727272725,1,0,0.19,0.0
2025-06-21,e-commerce earnings report beats all analyst expectations,Financial Times,Currency Devaluation,BSE Sensex,3.27,190.83,positive,Retail,High,Samsung Electronics,https://www.wsj.com/japan/economic-data-release,e-commerce earnings report beats all analyst expectations,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,neutral,False,3.27,True,190.83,5.256609563148246,57,7,7.285714285714286,1,0,3.27,2.0
2025-08-04,market sentiment turns positive on vaccine trial results,CNBC,Corporate Earnings Report,Shanghai Composite,-2.64,458.57,negative,Media & Entertainment,Medium,Tesla,https://www.cnbc.com/2025/08/russia-ukraine-war-economic-impact,market sentiment turns positive on vaccine trial results,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,neutral,False,-2.64,True,458.57,6.130291269692714,56,8,6.125,0,1,2.64,1.0
2025-02-16,healthcare stocks gain on robust demand and strong outlook,Yahoo Finance,Geopolitical Event,Nasdaq Composite,-1.51,56.18,negative,Healthcare,High,Boeing,https://www.business-standard.com/economy/inflation-data,healthcare stocks gain on robust demand and strong outlook,2,0,1,0,5,0,5,5.0,1,0,0,0,0,0,positive,False,-1.51,True,56.18,4.046204186894165,58,9,5.555555555555555,0,1,1.51,1.0
2025-05-23,central bank maintains status quo on interest rates,Economic Times,Trade Tariffs Announcement,Dow Jones,0.79,423.64,positive,Transportation,Medium,Microsoft,https://www.ft.com/content/consumer-confidence-report,central bank maintains status quo on interest rates,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,0.79,True,423.64,6.051241751143842,51,8,5.5,1,0,0.79,0.0
2025-04-27,government subsidy program gives a lift to the agriculture sector,The Economist,Central Bank Meeting,KOSPI,-2.58,70.41,negative,Aerospace & Defense,Low,Tata Motors,https://www.moneycontrol.com/us-markets/dow-jones-industrial,government subsidy program gives a lift to the agriculture sector,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-2.58,True,70.41,4.268437915561019,65,10,5.6,0,1,2.58,1.0
2025-02-22,major technology firm acquires a smaller rival in a multi-billion dollar deal,CNBC,IPO Launch,Dow Jones,1.76,421.83,positive,Finance,High,Samsung Electronics,https://www.moneycontrol.com/us-markets/nasdaq-composite,major technology firm acquires a smaller rival in a multi-billion dollar deal,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,neutral,False,1.76,True,421.83,6.0469702070133895,77,12,5.5,1,0,1.76,1.0
2025-04-28,central bank maintains status quo on interest rates,Seeking Alpha,Trade Tariffs Announcement,ASX 200,1.37,172.41,positive,Real Estate,Low,Tata Motors,https://www.business-standard.com/finance/corporate-earnings,central bank maintains status quo on interest rates,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,1.37,True,172.41,5.1556587328104575,51,8,5.5,1,0,1.37,1.0
2025-05-02,financial services stocks rally on strong profit margins,Investopedia,Cryptocurrency Regulation,Hang Seng,-4.03,349.01,negative,Materials,High,Microsoft,https://www.cnbc.com/2025/11/major-merger-deal-approved,financial services stocks rally on strong profit margins,2,0,1,0,5,0,5,5.0,1,0,0,0,0,0,positive,False,-4.03,True,349.01,5.857961725503875,56,8,6.125,0,1,4.03,2.0
2025-04-30,market sentiment turns positive on vaccine trial results,MarketWatch,Geopolitical Event,BSE Sensex,-0.7,75.6,positive,Retail,Medium,Reliance Industries,https://www.wsj.com/china/market-regulation,market sentiment turns positive on vaccine trial results,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,neutral,True,-0.7,False,75.6,4.338597076746545,56,8,6.125,0,1,0.7,0.0
2025-04-26,central bank s dovish tone hints at future rate cuts,Mint,Supply Chain Disruption,Euro Stoxx 50,-1.68,108.66,negative,Retail,Medium,Boeing,https://www.investopedia.com/articles/government-policy-announcement,central bank s dovish tone hints at future rate cuts,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-1.68,True,108.66,4.697384669975903,52,10,4.3,0,1,1.68,1.0
2025-02-05,market sentiment turns positive on vaccine trial results,The Economist,Unemployment Rate Announcement,IBOVESPA,-4.75,499.28,positive,Energy,Medium,Samsung Electronics,https://www.investopedia.com/articles/government-policy-announcement,market sentiment turns positive on vaccine trial results,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,neutral,True,-4.75,False,499.28,6.215167941680706,56,8,6.125,0,1,4.75,2.0
2025-04-11,e-commerce earnings report beats all analyst expectations,Times of India,Government Policy Announcement,KOSPI,3.06,273.91,positive,Media & Entertainment,Medium,Tata Motors,https://www.bloomberg.com/asia/policy/central-bank-meeting,e-commerce earnings report beats all analyst expectations,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,neutral,False,3.06,True,273.91,5.616443771373892,57,7,7.285714285714286,1,0,3.06,2.0
2025-03-10,crude oil prices drop to a multi-year low,The Motley Fool,Commodity Price Shock,FTSE 100,-4.39,441.23,negative,Utilities,High,Goldman Sachs,https://www.bloomberg.com/canada/tsunami-warnings,crude oil prices drop to a multi-year low,0,0,0,1,0,1,-1,0.0,0,0,0,0,0,0,neutral,True,-4.39,True,441.23,6.091830108727296,41,8,4.25,0,1,4.39,2.0
2025-05-15,geopolitical ceasefire prompts a broad market recovery,Barron's,Cryptocurrency Regulation,Dow Jones,-3.03,339.9,negative,Agriculture,Low,Samsung Electronics,https://www.moneycontrol.com/us-markets/nasdaq-composite,geopolitical ceasefire prompts a broad market recovery,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,neutral,False,-3.03,True,339.9,5.831589179143857,54,7,6.857142857142857,0,1,3.03,2.0
2025-04-26,real estate sector shows signs of overheating as interest rates fall,CNBC,Economic Data Release,TSX,2.31,21.81,negative,Finance,High,Tata Motors,https://www.forbes.com/crypto/cryptocurrency-regulation,real estate sector shows signs of overheating as interest rates fall,0,0,0,1,0,1,-1,0.0,0,0,0,0,0,0,neutral,True,2.31,False,21.81,3.1271990362962967,68,11,5.2727272727272725,1,0,2.31,1.0
2025-04-24,"global trade talks collapse, causing market turmoil",MarketWatch,Major Merger/Acquisition,S&P 500,-3.08,126.72,negative,Real Estate,High,Boeing,https://www.investopedia.com/articles/supply-chain-disruption,global trade talks collapse causing market turmoil,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-3.08,True,126.72,4.849840367846581,50,7,6.285714285714286,0,1,3.08,2.0
2025-07-24,government policy shift boosts renewable energy sector,Mint,Regulatory Changes,Nikkei 225,1.08,402.26,positive,Transportation,Low,JP Morgan Chase,https://www.reuters.com/business/energy/oil-market-update,government policy shift boosts renewable energy sector,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,1.08,True,402.26,5.99958151520993,54,7,6.857142857142857,1,0,1.08,1.0
2025-02-23,manufacturing pmi data signals economic expansion,Yahoo Finance,Central Bank Meeting,IBOVESPA,-3.95,498.21,positive,Utilities,High,Goldman Sachs,https://www.bloomberg.com/asia/policy/central-bank-meeting,manufacturing pmi data signals economic expansion,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,neutral,True,-3.95,False,498.21,6.213026848905861,49,6,7.333333333333333,0,1,3.95,2.0
2025-03-08,nikkei 225 index benefits from a weaker yen,The Hindu Business Line,Government Policy Announcement,Nasdaq Composite,0.42,417.56,positive,Agriculture,Low,Boeing,https://economictimes.indiatimes.com/industry/industrials,nikkei 225 index benefits from a weaker yen,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,neutral,False,0.42,True,417.56,6.036820248828779,43,8,4.5,1,0,0.42,0.0
2025-03-27,new housing data release shows a slowdown in market activity,Yahoo Finance,Consumer Confidence Report,KOSPI,-3.83,352.65,negative,Pharmaceuticals,Medium,Samsung Electronics,https://www.moneycontrol.com/india/ipo-news/new-firm-launches,new housing data release shows a slowdown in market activity,0,0,0,1,0,1,-1,0.0,0,0,0,0,0,0,neutral,True,-3.83,True,352.65,5.8683077234819985,60,10,5.1,0,1,3.83,2.0
2025-07-13,consumer discretionary stocks outperform as spending increases,Wall Street Journal,Consumer Confidence Report,S&P 500,-4.43,164.73,negative,Materials,High,Microsoft,https://timesofindia.indiatimes.com/business/corporate-governance,consumer discretionary stocks outperform as spending increases,1,0,0,0,2,0,2,2.0,1,0,0,0,0,0,positive,False,-4.43,True,164.73,5.110359958135453,62,7,8.0,0,1,4.43,2.0
2025-04-06,market sentiment turns positive on vaccine trial results,Business Standard,Bond Market Fluctuation,Nasdaq Composite,-3.66,443.53,positive,Pharmaceuticals,Medium,Reliance Industries,https://economictimes.indiatimes.com/industry/industrials,market sentiment turns positive on vaccine trial results,0,0,1,0,1,0,1,1.0,0,0,0,0,0,0,neutral,True,-3.66,False,443.53,6.09701754424006,56,8,6.125,0,1,3.66,2.0
2025-05-18,market braces for a major policy announcement from the eu,Yahoo Finance,Stock Market Crash,TSX,-0.73,370.3,negative,Automotive,Low,Boeing,,market braces for a major policy announcement from the eu,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,neutral,False,-0.73,True,370.3,5.917010361183034,57,10,4.8,0,1,0.73,0.0
