Date,Headline,Source,Market_Event,Market_Index,Index_Change_Percent,Trading_Volume,Sentiment,Sector,Impact_Level,Related_Company,News_Url,Headline_clean,ultra_pos,ultra_neg,pos,neg,total_pos,total_neg,score,ratio,has_ultra_pos,has_ultra_neg,has_percent,has_number,Index_Change_Percent_num,headline_match,index_match,has_strong_keyword,quality_score,Trading_Volume_num,log_volume,headline_length,word_count,is_pos_change,is_neg_change,abs_change
2025-08-05,aerospace and defense sector sees rally amid geopolitical tensions,The Economist,Inflation Data Release,FTSE 100,-4.34,83.57,negative,Pharmaceuticals,Medium,Reliance Industries,https://www.wsj.com/europe/dax-performance,aerospace and defense sector sees rally amid geopolitical tensions,1,0,0,0,3,0,3,3.0,1,0,0,0,-4.34,False,True,True,2,83.57,4.437579593794131,66,9,0,1,4.34
2025-04-15,asx 200 gains on strong export performance,Times of India,Interest Rate Change,KOSPI,-2.07,160.08,negative,Automotive,Low,Tesla,https://www.business-standard.com/economy/inflation-data,asx 200 gains on strong export performance,1,0,0,0,3,0,3,3.0,1,0,0,1,-2.07,False,True,True,2,160.08,5.081901135983253,42,7,0,1,2.07
2025-05-08,banking stocks dip after a major scandal is revealed,Wall Street Journal,Currency Devaluation,DAX,2.0,66.63,negative,Technology,High,Tesla,https://economictimes.indiatimes.com/news/transportation,banking stocks dip after a major scandal is revealed,0,1,0,1,0,4,-4,0.0,0,1,0,0,2.0,True,False,True,2,66.63,4.214051671586849,52,9,1,0,2.0
2025-03-18,bond yields tumble as investors seek safe havens,The Motley Fool,Major Merger/Acquisition,NSE Nifty,4.96,492.36,negative,Construction,High,ExxonMobil,https://economictimes.indiatimes.com/news/economy/unemployment-rate,bond yields tumble as investors seek safe havens,0,1,0,0,0,3,-3,0.0,0,1,0,0,4.96,True,False,True,2,492.36,6.201239130683238,48,8,1,0,4.96
2025-07-10,media and entertainment companies report a surge in streaming revenue,The Hindu Business Line,Government Policy Announcement,Hang Seng,,36.13,negative,Aerospace & Defense,Medium,Goldman Sachs,https://www.business-standard.com/economy/inflation-data,media and entertainment companies report a surge in streaming revenue,1,0,0,0,3,0,3,3.0,1,0,0,0,,False,True,True,2,36.13,3.6144252681889886,69,10,0,0,
2025-03-02,a massive data breach sends a tech company s stock tumbling,Barron's,IPO Launch,IBOVESPA,-4.21,193.1,negative,Agriculture,Medium,Boeing,https://www.ft.com/content/consumer-confidence-report,a massive data breach sends a tech company s stock tumbling,0,1,0,0,0,3,-3,0.0,0,1,0,0,-4.21,True,True,True,3,193.1,5.268373490174964,59,11,0,1,4.21
2025-05-19,banking stocks dip after a major scandal is revealed,Mint,Corporate Earnings Report,KOSPI,2.8,175.81,negative,Healthcare,Medium,ExxonMobil,https://www.wsj.com/china/market-regulation,banking stocks dip after a major scandal is revealed,0,1,0,1,0,4,-4,0.0,0,1,0,0,2.8,True,False,True,2,175.81,5.175075709689998,52,9,1,0,2.8
2025-03-29,mining company stock surges on commodity price boom,Investopedia,Unemployment Rate Announcement,IBOVESPA,-1.33,324.43,negative,Construction,Low,ExxonMobil,https://www.investopedia.com/articles/government-policy-announcement,mining company stock surges on commodity price boom,1,0,0,0,3,0,3,3.0,1,0,0,0,-1.33,False,True,True,2,324.43,5.785147384757806,51,8,0,1,1.33
2025-08-02,media and entertainment companies report a surge in streaming revenue,Yahoo Finance,Market Rally,IBOVESPA,-1.94,359.56,negative,Finance,Medium,Reliance Industries,https://www.bloomberg.com/middle-east/news/bond-market-fluctuation,media and entertainment companies report a surge in streaming revenue,1,0,0,0,3,0,3,3.0,1,0,0,0,-1.94,False,True,True,2,359.56,5.887658378382393,69,10,0,1,1.94
2025-06-28,healthcare stocks gain on robust demand and strong outlook,Forbes,Central Bank Meeting,NSE Nifty,-1.1,491.67,negative,Retail,Medium,JP Morgan Chase,https://www.moneycontrol.com/us-markets/nasdaq-composite,healthcare stocks gain on robust demand and strong outlook,2,0,1,0,7,0,7,7.0,1,0,0,0,-1.1,False,True,True,2,491.67,6.199839578717014,58,9,0,1,1.1
2025-03-30,consumer discretionary stocks outperform as spending increases,Economic Times,Stock Market Crash,NSE Nifty,-2.18,49.51,negative,Finance,Medium,ExxonMobil,https://www.reuters.com/business/retail-sector-earnings,consumer discretionary stocks outperform as spending increases,1,0,0,0,3,0,3,3.0,1,0,0,0,-2.18,False,True,True,2,49.51,3.9221713364799613,62,7,0,1,2.18
2025-05-04,asx 200 gains on strong export performance,Forbes,Market Rally,Hang Seng,-2.6,275.76,negative,Finance,Medium,Apple Inc.,https://timesofindia.indiatimes.com/business/agriculture-sector,asx 200 gains on strong export performance,1,0,0,0,3,0,3,3.0,1,0,0,1,-2.6,False,True,True,2,275.76,5.623150704630611,42,7,0,1,2.6
2025-03-30,consumer discretionary stocks outperform as spending increases,Business Standard,Stock Market Crash,S&P/TSX Composite,-3.02,455.37,negative,Telecommunications,Low,Goldman Sachs,https://www.bloomberg.com/australia/asx-200-performance,consumer discretionary stocks outperform as spending increases,1,0,0,0,3,0,3,3.0,1,0,0,0,-3.02,False,True,True,2,455.37,6.123303884013292,62,7,0,1,3.02
2025-04-26,media and entertainment companies report a surge in streaming revenue,The Motley Fool,Commodity Price Shock,IBOVESPA,-3.46,85.67,negative,Transportation,Medium,Goldman Sachs,https://www.business-standard.com/international-business/trade-policy,media and entertainment companies report a surge in streaming revenue,1,0,0,0,3,0,3,3.0,1,0,0,0,-3.46,False,True,True,2,85.67,4.462107803146254,69,10,0,1,3.46
2025-04-05,gold prices surge as investors flee riskier assets,CNBC,Government Policy Announcement,Nikkei 225,,114.3,negative,Consumer Goods,Low,Goldman Sachs,https://www.bloomberg.com/asia/policy/central-bank-meeting,gold prices surge as investors flee riskier assets,1,0,0,0,3,0,3,3.0,1,0,0,0,,False,True,True,2,114.3,4.747537427275013,50,8,0,0,
2025-06-27,a massive data breach sends a tech company s stock tumbling,Wall Street Journal,Interest Rate Change,Dow Jones,-4.0,246.33,negative,Technology,High,JP Morgan Chase,https://www.reuters.com/markets/stocks/tech-rally,a massive data breach sends a tech company s stock tumbling,0,1,0,0,0,3,-3,0.0,0,1,0,0,-4.0,True,True,True,3,246.33,5.510723477319505,59,11,0,1,4.0
2025-07-10,media and entertainment companies report a surge in streaming revenue,Business Standard,Currency Devaluation,Russell 2000,,109.12,negative,Agriculture,Medium,Goldman Sachs,https://www.wsj.com/europe/regulatory-changes,media and entertainment companies report a surge in streaming revenue,1,0,0,0,3,0,3,3.0,1,0,0,0,,False,True,True,2,109.12,4.701570680274407,69,10,0,0,
2025-02-24,banking stocks dip after a major scandal is revealed,Financial Times,Inflation Data Release,Nikkei 225,1.14,360.16,negative,Finance,High,Reliance Industries,https://www.ft.com/content/tech-sector-innovation,banking stocks dip after a major scandal is revealed,0,1,0,1,0,4,-4,0.0,0,1,0,0,1.14,True,False,True,2,360.16,5.8893210734392785,52,9,1,0,1.14
2025-04-27,healthcare stocks gain on robust demand and strong outlook,Bloomberg,Interest Rate Change,Russell 2000,-3.86,214.24,negative,Materials,Medium,ExxonMobil,https://timesofindia.indiatimes.com/business/markets/stock-market-crash,healthcare stocks gain on robust demand and strong outlook,2,0,1,0,7,0,7,7.0,1,0,0,0,-3.86,False,True,True,2,214.24,5.371753684621219,58,9,0,1,3.86
2025-02-16,healthcare stocks gain on robust demand and strong outlook,Yahoo Finance,Geopolitical Event,Nasdaq Composite,-1.51,56.18,negative,Healthcare,High,Boeing,https://www.business-standard.com/economy/inflation-data,healthcare stocks gain on robust demand and strong outlook,2,0,1,0,7,0,7,7.0,1,0,0,0,-1.51,False,True,True,2,56.18,4.046204186894165,58,9,0,1,1.51
2025-02-21,asx 200 gains on strong export performance,Wall Street Journal,Regulatory Changes,DAX,-3.92,164.99,negative,Consumer Goods,High,JP Morgan Chase,https://www.business-standard.com/economy/trade-disputes-impact,asx 200 gains on strong export performance,1,0,0,0,3,0,3,3.0,1,0,0,1,-3.92,False,True,True,2,164.99,5.111927545578128,42,7,0,1,3.92
2025-08-13,healthcare stocks gain on robust demand and strong outlook,Mint,Central Bank Meeting,S&P 500,-1.94,242.87,negative,Healthcare,Low,JP Morgan Chase,https://www.business-standard.com/finance/corporate-earnings,healthcare stocks gain on robust demand and strong outlook,2,0,1,0,7,0,7,7.0,1,0,0,0,-1.94,False,True,True,2,242.87,5.49663529642659,58,9,0,1,1.94
2025-07-17,media and entertainment companies report a surge in streaming revenue,Times of India,Central Bank Meeting,NSE Nifty,-2.3,351.67,negative,Industrials,High,Tata Motors,https://www.investopedia.com/articles/government-policy-announcement,media and entertainment companies report a surge in streaming revenue,1,0,0,0,3,0,3,3.0,1,0,0,0,-2.3,False,True,True,2,351.67,5.8655327755013085,69,10,0,1,2.3
2025-08-13,financial services stocks rally on strong profit margins,Reuters,Market Rally,ASX 200,-3.59,398.17,negative,Construction,High,ExxonMobil,https://www.reuters.com/markets/stocks/tech-rally,financial services stocks rally on strong profit margins,2,0,1,0,7,0,7,7.0,1,0,0,0,-3.59,False,True,True,2,398.17,5.989387391312783,56,8,0,1,3.59
2025-05-15,banking stocks dip after a major scandal is revealed,Seeking Alpha,Bond Market Fluctuation,FTSE 100,3.22,385.06,negative,Construction,Medium,Apple Inc.,https://www.forbes.com/crypto/cryptocurrency-regulation,banking stocks dip after a major scandal is revealed,0,1,0,1,0,4,-4,0.0,0,1,0,0,3.22,True,False,True,2,385.06,5.95599279779973,52,9,1,0,3.22
2025-05-12,banking stocks dip after a major scandal is revealed,MarketWatch,Currency Devaluation,Shanghai Composite,3.89,208.79,negative,Aerospace & Defense,Medium,Tesla,https://www.reuters.com/markets/indices/ftse-100,banking stocks dip after a major scandal is revealed,0,1,0,1,0,4,-4,0.0,0,1,0,0,3.89,True,False,True,2,208.79,5.346107030383885,52,9,1,0,3.89
2025-02-21,bond yields tumble as investors seek safe havens,Economic Times,Unemployment Rate Announcement,Russell 2000,3.44,96.22,negative,Technology,Low,ExxonMobil,https://www.moneycontrol.com/us-markets/dow-jones-industrial,bond yields tumble as investors seek safe havens,0,1,0,0,0,3,-3,0.0,0,1,0,0,3.44,True,False,True,2,96.22,4.576976451617309,48,8,1,0,3.44
2025-02-20,a massive data breach sends a tech company s stock tumbling,Investopedia,Economic Data Release,FTSE 100,2.5,160.09,negative,Industrials,High,Samsung Electronics,https://timesofindia.indiatimes.com/business/agriculture-sector,a massive data breach sends a tech company s stock tumbling,0,1,0,0,0,3,-3,0.0,0,1,0,0,2.5,True,False,True,2,160.09,5.081963215009874,59,11,1,0,2.5
2025-04-05,healthcare stocks gain on robust demand and strong outlook,CNBC,Economic Data Release,Russell 2000,-1.24,354.76,negative,Aerospace & Defense,Medium,Reliance Industries,https://www.cnbc.com/2025/12/healthcare-sector-outlook,healthcare stocks gain on robust demand and strong outlook,2,0,1,0,7,0,7,7.0,1,0,0,0,-1.24,False,True,True,2,354.76,5.874256346202441,58,9,0,1,1.24
2025-08-09,banking stocks dip after a major scandal is revealed,The Economist,Stock Market Crash,IBOVESPA,0.94,369.55,negative,Aerospace & Defense,Low,JP Morgan Chase,https://timesofindia.indiatimes.com/business/finance/banking-sector-news,banking stocks dip after a major scandal is revealed,0,1,0,1,0,4,-4,0.0,0,1,0,0,0.94,True,False,True,2,369.55,5.914988388397368,52,9,1,0,0.94
2025-02-04,healthcare stocks gain on robust demand and strong outlook,The Hindu Business Line,Government Policy Announcement,TSX,-4.86,174.9,negative,Transportation,Medium,Samsung Electronics,https://www.investopedia.com/articles/government-policy-announcement,healthcare stocks gain on robust demand and strong outlook,2,0,1,0,7,0,7,7.0,1,0,0,0,-4.86,False,True,True,2,174.9,5.169915651743512,58,9,0,1,4.86
2025-02-28,consumer discretionary stocks outperform as spending increases,MarketWatch,Interest Rate Change,Dow Jones,-1.49,76.07,negative,Materials,High,Goldman Sachs,https://www.moneycontrol.com/us-markets/dow-jones-industrial,consumer discretionary stocks outperform as spending increases,1,0,0,0,3,0,3,3.0,1,0,0,0,-1.49,False,True,True,2,76.07,4.344714099789901,62,7,0,1,1.49
2025-04-08,asx 200 gains on strong export performance,MarketWatch,IPO Launch,KOSPI,-0.92,86.41,negative,Aerospace & Defense,Medium,ExxonMobil,https://www.moneycontrol.com/us-markets/nasdaq-composite,asx 200 gains on strong export performance,1,0,0,0,3,0,3,3.0,1,0,0,1,-0.92,False,True,True,2,86.41,4.470609692592396,42,7,0,1,0.92
2025-04-14,banking stocks dip after a major scandal is revealed,Financial Times,Cryptocurrency Regulation,Hang Seng,4.99,314.53,negative,Agriculture,Low,Boeing,https://www.ft.com/content/geopolitical-summit,banking stocks dip after a major scandal is revealed,0,1,0,1,0,4,-4,0.0,0,1,0,0,4.99,True,False,True,2,314.53,5.754253764624003,52,9,1,0,4.99
2025-04-09,financial services stocks rally on strong profit margins,Financial Times,Major Merger/Acquisition,Hang Seng,-0.87,492.67,negative,Media & Entertainment,Medium,Reliance Industries,https://www.moneycontrol.com/india/ipo-news/new-firm-launches,financial services stocks rally on strong profit margins,2,0,1,0,7,0,7,7.0,1,0,0,0,-0.87,False,True,True,2,492.67,6.201867277771356,56,8,0,1,0.87
2025-05-25,financial services stocks rally on strong profit margins,CNBC,Government Policy Announcement,Nikkei 225,-2.63,488.63,negative,Technology,Medium,Apple Inc.,https://www.cnbc.com/2025/09/automotive-industry-trends,financial services stocks rally on strong profit margins,2,0,1,0,7,0,7,7.0,1,0,0,0,-2.63,False,True,True,2,488.63,6.193650003830714,56,8,0,1,2.63
2025-07-23,aerospace and defense sector sees rally amid geopolitical tensions,Forbes,Market Rally,NSE Nifty,-4.34,151.89,negative,Energy,High,ExxonMobil,https://www.cnbc.com/2025/10/real-estate-market-analysis,aerospace and defense sector sees rally amid geopolitical tensions,1,0,0,0,3,0,3,3.0,1,0,0,0,-4.34,False,True,True,2,151.89,5.029718708572522,66,9,0,1,4.34
2025-03-08,bond yields tumble as investors seek safe havens,Yahoo Finance,Government Policy Announcement,Euro Stoxx 50,3.95,199.68,negative,Energy,Medium,Samsung Electronics,https://www.ft.com/content/media-entertainment-merger,bond yields tumble as investors seek safe havens,0,1,0,0,0,3,-3,0.0,0,1,0,0,3.95,True,False,True,2,199.68,5.301711599616052,48,8,1,0,3.95
2025-03-18,financial services stocks rally on strong profit margins,Investopedia,Market Rally,Hang Seng,-3.3,372.35,negative,Energy,High,ExxonMobil,https://www.marketwatch.com/story/commodities-price-shock,financial services stocks rally on strong profit margins,2,0,1,0,7,0,7,7.0,1,0,0,0,-3.3,False,True,True,2,372.35,5.922516317481711,56,8,0,1,3.3
2025-03-18,aerospace and defense sector sees rally amid geopolitical tensions,Seeking Alpha,Interest Rate Change,NSE Nifty,-3.45,448.79,negative,Telecommunications,Medium,JP Morgan Chase,https://www.business-standard.com/economy/trade-disputes-impact,aerospace and defense sector sees rally amid geopolitical tensions,1,0,0,0,3,0,3,3.0,1,0,0,0,-3.45,False,True,True,2,448.79,6.108780807174922,66,9,0,1,3.45
2025-03-12,bond yields tumble as investors seek safe havens,The Hindu Business Line,Interest Rate Change,Shanghai Composite,3.43,123.91,negative,Automotive,Low,Tesla,https://www.cnbc.com/2025/10/real-estate-market-analysis,bond yields tumble as investors seek safe havens,0,1,0,0,0,3,-3,0.0,0,1,0,0,3.43,True,False,True,2,123.91,4.827593477977818,48,8,1,0,3.43
2025-07-16,mining company stock surges on commodity price boom,Economic Times,Corporate Earnings Report,Dow Jones,-4.84,244.28,negative,Construction,Medium,ExxonMobil,https://www.moneycontrol.com/india/ipo-news/new-firm-launches,mining company stock surges on commodity price boom,1,0,0,0,3,0,3,3.0,1,0,0,0,-4.84,False,True,True,2,244.28,5.502400415123504,51,8,0,1,4.84
